Date,Week,Section,Group,Student_Initials,Plant_Species,PlantID,Treatment ,Replicate,Survival,Max_Leaf_Length,Stem_Number,Max_Height,Plant_Stress,Humidity,Light,Air_Temp,Soil_Moisture
2/14/2019,5,2,2,"JG,CS",Aristida stricta ,Heatwave-2-2A,Heatwave,2A,A,170,7,274,2,,5440,28.6,4.2
2/14/2019,5,2,2,"JG,CS",Aristida stricta ,Heatwave-2-2B,Heatwave,2B,A,238,16,280,2,,5440,28.6,4.2
2/14/2019,5,2,3,"SH,DK",Aristida stricta,Control-3-2A,Control,2A,A,280,13,210,2,31,2000,24.4,2.5
2/14/2019,5,2,3,"SH,DK",Aristida stricta,Control-3-2B,Control,2B,A,330,24,280,1,31,2000,24.4,2.5
2/14/2019,5,2,3,"SH,DK",Aristida stricta,Heatwave-3-2A,Heatwave,2A,A,360,23,240,1,16,4590,26.7,3.7
2/14/2019,5,2,3,"SH,DK",Aristida stricta,Heatwave-3-2B,Heatwave,2B,A,360,26,260,1,16,4590,26.7,3.7
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Control-1-4A,Control,4A,A,180,5,165,2,34,1700,24.5,3.4
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Control-1-4B,Control,4B,A,170,9,125,2,34,1700,24.5,3.4
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Control-1-5A,Control,5A,A,230,9,200,2,34,1700,24.5,3.4
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Control-1-5B,Control,5B,A,133,6,124,2,34,1700,24.5,3.4
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Heatwave-1-4A,Heatwave,4A,A,210,8,130,2,11,5540,28.8,2.2
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Heatwave-1-4B,Heatwave,4B,A,194,7,150,2,11,5540,28.8,2.2
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Heatwave-1-5A,Heatwave,5A,A,165,8,222,2,11,5540,28.8,2.2
2/14/2019,5,4,1,"C,C,R",Schizachyrium scoparium,Heatwave-1-5B,Heatwave,5B,A,115,6,80,2,11,5540,28.8,2.2
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Control-4-7A,Control,7A,A,105,5,95,2,,2140,24.8,5.9
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Control-4-7B,Control,7B,A,170,6,130,2,,2140,24.8,5.9
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Control-4-8A,Control,8A,A,250,4,95,2,,2140,24.8,5.9
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Control-4-8B,Control,8B,A,120,8,110,2,,2140,24.8,5.9
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Heatwave-4-7A,Heatwave,7A,A,170,5,175,3,,5200,28.9,3.5
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Heatwave-4-7B,Heatwave,7B,A,120,6,125,3,,5200,28.9,3.5
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Heatwave-4-8A,Heatwave,8A,A,181,10,172,3,,5200,28.9,3.5
2/14/2019,5,8,4,"KG,SW",Sorghastrum nutans,Heatwave-4-8B,Heatwave,8B,A,225,6,198,3,,5200,28.9,3.5
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Control-5-7A,Control,7A,A,200,3,180,2,34,2380,24.5,2.3
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Control-5-7B,Control,7B,A,230,7,140,2,34,2380,24.5,2.3
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Control-5-8A,Control,8A,A,260,5,150,2,34,2380,24.5,2.3
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Control-5-8B,Control,8B,A,170,6,120,2,34,2380,24.5,2.3
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-7A,Heatwave,7A,A,440,6,100,2,11,5800,28.7,0.5
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-7B,Heatwave,7B,A,140,3,100,2,11,5800,28.7,0.5
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-8A,Heatwave,8A,A,220,5,150,2,11,5800,28.7,0.5
2/14/2019,5,8,5,"AA,NK",Sorghastrum nutans,Heatwave-5-8B,Heatwave,8B,A,245,6,165,2,11,5800,28.7,0.5
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Control-6-7A,Control,7A,A,276,3,168,2,,2270,24.5,2.3
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Control-6-7B,Control,7B,A,120,3,112,2,,2270,24.5,2.3
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Control-6-8A,Control,8A,A,181,5,111,1,,2270,24.5,2.3
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Control-6-8B,Control,8B,A,125,1,154,3,,2270,24.5,2.3
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-7A,Heatwave,7A,A,173,4,103,3,,6620,28.9,2
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-7B,Heatwave,7B,A,210,5,145,3,,6620,28.9,2
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-8A,Heatwave,8A,A,180,6,142,3,,6620,28.9,2
2/14/2019,5,8,6,"JL,BS",Sorghastrum nutans,Heatwave-6-8B,Heatwave,8B,A,240,7,122,2,,6620,28.9,2
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Control-1-1A,Control,1A,A,285,21,235,2,40,704,27.2,6.5
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Control-1-1B,Control,1B,A,250,25,222,2,40,704,27.2,6.5
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Control-1-2A,Control,2A,A,337,21,260,2,40,704,27.2,6.5
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Control-1-2B,Control,2B,A,325,7,265,2,40,704,27.2,6.5
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Heatwave-1-1A,Heatwave,1A,A,286,10,210,2,20,1649,33.4,1.8
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Heatwave-1-1B,Heatwave,1B,A,339,23,220,2,20,1649,33.4,1.8
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Heatwave-1-2A,Heatwave,2A,A,237,10,220,2,20,1649,33.4,1.8
2/15/2019,5,1,1,"AN,MH",Aristida stricta ,Heatwave-1-2B,Heatwave,2B,A,275,8,241,2,20,1649,33.4,1.8
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Control-2-1A,Control,1A,A,314,16,235,2,,702,27.9,7.3
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Control-2-1B,Control,1B,A,273,19,220,2,,702,27.9,7.3
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Control-2-2A,Control,2A,A,266,10,240,2,,702,27.9,7.3
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Control-2-2B,Control,2B,A,326,16,251,2,,702,27.9,7.3
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Heatwave-2-1A,Heatwave,1A,A,333,43,260,2,,1852,29.7,2.1
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Heatwave-2-1B,Heatwave,1B,A,280,27,255,2,,1852,29.7,2.1
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Heatwave-2-2A,Heatwave,2A,A,275,13,230,2,,1852,29.7,2.1
2/15/2019,5,1,2,"SS,AP",Aristida stricta ,Heatwave-2-2B,Heatwave,2B,A,269,16,255,2,,1852,29.7,2.1
2/15/2019,5,1,5,"J,J",Aristida stricta,Control-5-1A,Control,1A,A,310,54,260,2,,820,24.7,3.3
2/15/2019,5,1,5,"J,J",Aristida stricta,Control-5-1B,Control,1B,A,290,15,230,2,,820,24.7,3.3
2/15/2019,5,1,5,"J,J",Aristida stricta,Control-5-2A,Control,2A,A,260,3,240,3,,820,24.7,3.3
2/15/2019,5,1,5,"J,J",Aristida stricta,Control-5-2B,Control,2B,A,285,9,270,2,,820,24.7,3.3
2/15/2019,5,1,5,"J,J",Aristida stricta,Heatwave-5-1A,Heatwave,1A,A,335,33,260,2,,1271,32,0
2/15/2019,5,1,5,"J,J",Aristida stricta,Heatwave-5-1B,Heatwave,1B,A,232,32,175,1,,1271,32,0
2/15/2019,5,1,5,"J,J",Aristida stricta,Heatwave-5-2A,Heatwave,2A,A,290,27,265,2,,1271,32,0
2/15/2019,5,1,5,"J,J",Aristida stricta,Heatwave-5-2B,Heatwave,2B,A,334,9,173,1,,1271,32,0
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Control-4-1A,Control,1A,A,327,27,243,1,,,28,5.8
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Control-4-1B,Control,1B,A,345,24,233,1,,,28,5.8
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Control-4-2A,Control,2A,A,331,11,255,1,,,28,5.8
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Control-4-2B,Control,2B,A,360,22,272,1,,,28,5.8
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Heatwave-4-1A,Heatwave,1A,A,232,32,175,1,,,31,1.5
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Heatwave-4-1B,Heatwave,1B,A,334,9,173,1,,,31,1.5
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Heatwave-4-2A,Heatwave,2A,A,391,20,249,1,,,31,1.5
2/15/2019,5,2,4,"PP,NH",Aristida stricta,Heatwave-4-2B,Heatwave,2B,A,272,39,234,1,,,31,1.5
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Control-5-1A,Control,1A,A,295,12,285,2,,9430,25.4,1.186
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Control-5-1B,Control,1B,A,312,21,300,2,,9430,25.4,1.186
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Control-5-2A,Control,2A,A,270,4,257,3,,9430,25.4,1.186
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Control-5-2B,Control,2B,A,285,5,270,3,,9430,25.4,1.186
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Heatwave-5-1A,Heatwave,1A,A,330,22,201,2,,19520,32.1,1.053
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Heatwave-5-1B,Heatwave,1B,A,304,23,189,2,,19520,32.1,1.053
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Heatwave-5-2A,Heatwave,2A,A,312,23,184,2,,19520,32.1,1.053
2/15/2019,5,2,5,"MS, JR",Aristida stricta,Heatwave-5-2B,Heatwave,2B,A,338,13,190,2,,19520,32.1,1.053
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Control-4-1A,Control,1A,A,300,18,250,2,,622,26,5.1
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Control-4-1B,Control,1B,A,320,23,270,2,,622,26,5.1
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Control-4-2A,Control,2A,A,320,10,230,2,,622,26,5.1
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Control-4-2B,Control,2B,A,340,21,280,2,,622,26,5.1
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Heatwave-4-1A,Heatwave,1A,A,230,23,180,2,,1630,31,0.6
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Heatwave-4-1B,Heatwave,1B,A,320,9,220,2,,1630,31,0.6
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Heatwave-4-2A,Heatwave,2A,A,390,9,230,2,,1630,31,0.6
2/15/2019,5,3,4,"TV,OG",Andropogon gerardii,Heatwave-4-2B,Heatwave,2B,A,290,31,240,2,,1630,31,0.6
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Control-5-3A,Control,3A,A,160,2,220,3,,3990,25.9,5.4
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Control-5-3B,Control,3B,A,190,1,230,3,,3990,25.9,5.4
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Control-5-6A,Control,6A,A,190,2,240,3,,3990,25.9,5.4
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Control-5-6B,Control,6B,A,180,2,220,2,,3990,25.9,5.4
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Heatwave-5-3A,Heatwave,3A,A,135,1,235,3,,26500,32.8,4.3
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Heatwave-5-3B,Heatwave,3B,A,155,1,320,3,,26500,32.8,4.3
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Heatwave-5-6A,Heatwave,6A,A,170,2,210,2,,26500,32.8,4.3
2/15/2019,5,3,5,"BB,SR",Andropogon gerardii,Heatwave-5-6B,Heatwave,6B,A,180,2,230,3,,26500,32.8,4.3
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Control-3-4A,Control,4A,A,124,5,185,2,41,3750,25.1,7
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Control-3-4B,Control,4B,A,123,4,212,2,41,3750,25.1,7
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Control-3-5A,Control,5A,A,127,4,182,2,41,3750,25.1,7
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Control-3-5B,Control,5B,A,92,3,235,2,41,3750,25.1,7
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Heatwave-3-4A,Heatwave,4A,A,100,6,155,2,16,11500,31,6.1
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Heatwave-3-4B,Heatwave,4B,A,161,6,210,2,16,11500,31,6.1
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Heatwave-3-5A,Heatwave,5A,A,100,5,200,2,16,11500,31,6.1
2/15/2019,5,4,3,TM,Schizachyrium scoparium,Heatwave-3-5B,Heatwave,5B,A,163,3,175,2,16,11500,31,6.1
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Control-5-4A,Control,4A,A,165,7,196,2,44,7470,26.1,4.1
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Control-5-4B,Control,4B,A,140,5,192,2,44,7470,26.1,4.1
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Control-5-5A,Control,5A,A,148,8,326,3,44,7470,26.1,4.1
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Control-5-5B,Control,5B,A,135,7,219,3,44,7470,26.1,4.1
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Heatwave-5-4A,Heatwave,4A,A,211,10,206,3,15,2690,32.1,1.7
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Heatwave-5-4B,Heatwave,4B,A,140,8,96,3,15,2690,32.1,1.7
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Heatwave-5-5A,Heatwave,5A,A,121,7,154,3,15,2690,32.1,1.7
2/15/2019,5,4,5,"B,S",Schizachyrium scoparium,Heatwave-5-5B,Heatwave,5B,A,218,9,251,2,15,2690,32.1,1.7
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Control-4-4A,Control,4A,A,115,11,225,2,,5810,26.3,7
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Control-4-4B,Control,4B,A,212,14,210,3,,5810,26.3,7
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Control-4-5A,Control,5A,A,104,5,229,1,,5810,26.3,7
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Control-4-5B,Control,5B,A,130,4,226,1,,5810,26.3,7
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Heatwave-4-4A,Heatwave,4A,A,105,15,169,2,,13040,32,3.3
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Heatwave-4-4B,Heatwave,4B,A,86,3,93,1,,13040,32,3.3
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Heatwave-4-5A,Heatwave,5A,A,123,5,159,2,,13040,32,3.3
2/15/2019,5,5,4,"J,T",Schizachyrium scoparium,Heatwave-4-5B,Heatwave,5B,A,104,10,149,2,,13040,32,3.3
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Control-6-4A,Control,4A,A,145,5,183,2,40,5800,25.9,9.4
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Control-6-4B,Control,4B,A,430,3,183,2,40,5800,25.9,9.4
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Control-6-5A,Control,5A,A,115,3,152,2,40,5800,25.9,9.4
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Control-6-5B,Control,5B,A,245,9,141,2,40,5800,25.9,9.4
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Heatwave-6-4A,Heatwave,4A,A,131,4,128,2,13,14400,32.8,4.3
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Heatwave-6-4B,Heatwave,4B,A,192,13,192,2,13,14400,32.8,4.3
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Heatwave-6-5A,Heatwave,5A,A,134,9,153,2,13,14400,32.8,4.3
2/15/2019,5,5,6,"R,S",Schizachyrium scoparium,Heatwave-6-5B,Heatwave,5B,A,225,9,120,2,13,14400,32.8,4.3
2/15/2019,5,8,1,AM,Sorghastrum nutans,Control-1-7A,Control,7A,A,143,5,147,2,43,1128,26.3,4.5
2/15/2019,5,8,1,AM,Sorghastrum nutans,Control-1-7B,Control,7B,A,170,8,170,2,43,1128,26.3,4.5
2/15/2019,5,8,1,AM,Sorghastrum nutans,Control-1-8A,Control,8A,A,135,1,130,1,43,1128,26.3,4.5
2/15/2019,5,8,1,AM,Sorghastrum nutans,Control-1-8B,Control,8B,A,225,4,225,2,43,1128,26.3,4.5
2/15/2019,5,8,1,AM,Sorghastrum nutans,Heatwave-1-7A,Heatwave,7A,A,200,8,200,2,43,1418,32.1,1.1
2/15/2019,5,8,1,AM,Sorghastrum nutans,Heatwave-1-7B,Heatwave,7B,A,230,7,230,2,43,1418,32.1,1.1
2/15/2019,5,8,1,AM,Sorghastrum nutans,Heatwave-1-8A,Heatwave,8A,A,250,19,250,2,43,1418,32.1,1.1
2/15/2019,5,8,1,AM,Sorghastrum nutans,Heatwave-1-8B,Heatwave,8B,A,227,7,227,2,43,1418,32.1,1.1
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Control-2-1A,Control,1A,A,320,23,214,2,,,,
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Control-2-1B,Control,1B,A,275,26,205,2,,,,
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Control-2-2A,Control,2A,A,267,11,202,1,,,,
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Control-2-2B,Control,2B,A,310,31,276,2,,,,
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Heatwave-2-1A,Heatwave,1A,A,371,52,229,2,,,,
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Heatwave-2-1B,Heatwave,1B,A,279,41,196,3,,,,
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Heatwave-2-2A,Heatwave,2A,A,280,19,197,2,,,,
2/18/2019,6,1,2,"TN,KB",Aristida stricta,Heatwave-2-2B,Heatwave,2B,A,270,26,225,2,,,,
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Control-3-3A,Control,3A,A,210,5,260,2,34,5250,27,28.5
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Control-3-3B,Control,3B,A,180,1,210,2,34,5250,27,28.5
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Control-3-6A,Control,6A,A,275,6,275,3,34,5250,27,28.5
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Control-3-6B,Control,6B,A,280,10,280,2,34,5250,27,28.5
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-3A,Heatwave,3A,A,275,10,420,2,31,17670,29.9,0.1
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-3B,Heatwave,3B,A,245,7,300,2,31,17670,29.9,0.1
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-6A,Heatwave,6A,A,185,3,430,2,31,17670,29.9,0.1
2/18/2019,6,3,3,"CB,JC",Andropogon gerardii,Heatwave-3-6B,Heatwave,6B,A,140,5,140,2,31,17670,29.9,0.1
2/18/2019,6,3,6,KG,Andropogon gerardii,Control-6-3A,Control,3A,A,171,5,140,1,31,515,30,39
2/18/2019,6,3,6,KG,Andropogon gerardii,Control-6-3B,Control,3B,A,172,10,142,1,31,515,30,39
2/18/2019,6,3,6,KG,Andropogon gerardii,Control-6-6A,Control,6A,A,137,4,248,2,31,515,30,39
2/18/2019,6,3,6,KG,Andropogon gerardii,Control-6-6B,Control,6B,A,235,7,224,2,31,515,30,39
2/18/2019,6,3,6,KG,Andropogon gerardii,Heatwave-6-3A,Heatwave,3A,A,150,3,133,2,,1234,30,1
2/18/2019,6,3,6,KG,Andropogon gerardii,Heatwave-6-3B,Heatwave,3B,A,197,1,177,2,,1234,30,1
2/18/2019,6,3,6,KG,Andropogon gerardii,Heatwave-6-6A,Heatwave,6A,A,159,5,163,2,,1234,30,1
2/18/2019,6,3,6,KG,Andropogon gerardii,Heatwave-6-6B,Heatwave,6B,A,135,10,237,3,,1234,30,1
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Control-4-4A,Control,4A,A,116,9,91,2,41,8760,31.9,45.1
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Control-4-4B,Control,4B,A,234,7,155,3,41,8760,31.9,45.1
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Control-4-5A,Control,5A,A,103,5,92,1,41,8760,31.9,45.1
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Control-4-5B,Control,5B,A,185,7,132,2,41,8760,31.9,45.1
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Heatwave-4-4A,Heatwave,4A,A,100,11,95,2,16,23000,34,1.9
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Heatwave-4-4B,Heatwave,4B,A,82,1,75,1,16,23000,34,1.9
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Heatwave-4-5A,Heatwave,5A,A,123,4,122,2,16,23000,34,1.9
2/18/2019,6,4,4,"B,S,S,C",Schizachyrium scoparium,Heatwave-4-5B,Heatwave,5B,A,110,9,108,2,16,23000,34,1.9
2/18/2019,6,8,1,N,Sorghastrum nutans,Control-1-7A,Control,7A,A,143,5,147,2,43,1280,26.3,4.5
2/18/2019,6,8,1,N,Sorghastrum nutans,Control-1-7B,Control,7B,A,170,5,170,2,43,1280,26.3,4.5
2/18/2019,6,8,1,N,Sorghastrum nutans,Control-1-8A,Control,8A,A,135,1,130,1,43,1280,26.3,4.5
2/18/2019,6,8,1,N,Sorghastrum nutans,Control-1-8B,Control,8B,A,225,4,225,2,43,1280,26.3,4.5
2/18/2019,6,8,1,N,Sorghastrum nutans,Heatwave-1-7A,Heatwave,7A,A,200,8,200,2,,1680,32.1,1.1
2/18/2019,6,8,1,N,Sorghastrum nutans,Heatwave-1-7B,Heatwave,7B,A,230,7,230,2,,1680,32.1,1.1
2/18/2019,6,8,1,N,Sorghastrum nutans,Heatwave-1-8A,Heatwave,8A,A,250,19,250,2,,1680,32.1,1.1
2/18/2019,6,8,1,N,Sorghastrum nutans,Heatwave-1-8B,Heatwave,8B,A,227,7,227,2,,1680,32.1,1.1
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Control-2-1A,Control,1A,A,325,15,297,2,29,703,28.9,17.5
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Control-2-1B,Control,1B,A,276,27,270,2,29,703,28.9,17.5
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Control-2-2A,Control,2A,A,271,10,266,2,29,703,28.9,17.5
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Control-2-2B,Control,2B,A,323,19,280,2,29,703,28.9,17.5
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Heatwave-2-1A,Heatwave,1A,A,355,44,249,2,20,1239,21.1,0
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Heatwave-2-1B,Heatwave,1B,A,265,31,235,2,20,1239,21.1,0
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Heatwave-2-2A,Heatwave,2A,A,276,20,220,2,20,1239,21.1,0
2/19/2019,6,2,2,"NS,MJ",Aristida stricta,Heatwave-2-2B,Heatwave,2B,A,247,22,243,2,20,1239,21.1,0
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Control-2-4A,Control,4A,A,152,10,222,2,32,1810,26.3,44.3
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Control-2-4B,Control,4B,A,202,6,222,2,32,1810,26.3,44.3
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Control-2-5A,Control,5A,A,170,8,209,2,32,1810,26.3,44.3
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Control-2-5B,Control,5B,A,195,8,222,2,32,1810,26.3,44.3
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Heatwave-2-4A,Heatwave,4A,A,140,7,170,2,19,4640,22,0
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Heatwave-2-4B,Heatwave,4B,A,150,8,180,2,19,4640,22,0
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Heatwave-2-5A,Heatwave,5A,A,208,10,170,2,19,4640,22,0
2/19/2019,6,4,2,AT,Schizachyrium scoparium,Heatwave-2-5B,Heatwave,5B,A,90,3,95,2,19,4640,22,0
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Control-1-7A,Control,7A,A,140,6,130,2,,6180,27.9,44.5
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Control-1-7B,Control,7B,A,150,10,145,2,,6180,27.9,44.5
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Control-1-8A,Control,8A,D,,,,,,6180,27.9,44.5
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Control-1-8B,Control,8B,A,225,10,140,2,,6180,27.9,44.5
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Heatwave-1-7A,Heatwave,7A,A,190,7,130,2,,1065,68.4,0.9
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Heatwave-1-7B,Heatwave,7B,A,240,15,160,2,,1065,68.4,0.9
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Heatwave-1-8A,Heatwave,8A,A,239,27,132,2,,1065,68.4,0.9
2/19/2019,6,8,1,ATC,Sorghastrum nutans,Heatwave-1-8B,Heatwave,8B,A,231,11,143,2,,1065,68.4,0.9
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Control-3-7A,Control,7A,A,60,2,50,2,,8000,29.7,32.3
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Control-3-7B,Control,7B,A,120,5,95,2,,8000,29.7,32.3
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Control-3-8A,Control,8A,A,220,6,110,2,,8000,29.7,32.3
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Control-3-8B,Control,8B,A,170,5,100,2,,8000,29.7,32.3
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Heatwave-3-7A,Heatwave,7A,A,170,4,80,2,,1400,24,0
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Heatwave-3-7B,Heatwave,7B,A,100,3,80,2,,1400,24,0
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Heatwave-3-8A,Heatwave,8A,A,170,7,100,2,,1400,24,0
2/19/2019,6,8,3,"AW,LC",Sorghastrum nutans,Heatwave-3-8B,Heatwave,8B,A,240,4,130,2,,1400,24,0
